list_name,NAME_0,NAME_1,NAME_2,NAME_3,label,name
NAME_3,UGA,Katakwi,Usuk,Ongongoja,Ongongoja,Ongongoja
NAME_3,UGA,Katakwi,Usuk,Toroma,Toroma,Toroma
NAME_3,UGA,Katakwi,Usuk,Usuk,Usuk,Usuk
NAME_3,UGA,Kayunga,Bbaale,Bbaale,Bbaale,Bbaale
NAME_3,UGA,Kayunga,Bbaale,Galiraya,Galiraya,Galiraya
NAME_3,UGA,Kayunga,Bbaale,Kayonza,Kayonza,Kayonza
NAME_3,UGA,Kayunga,Bbaale,Wabwoko-Kitimbwa,Wabwoko-Kitimbwa,Wabwoko-Kitimbwa
NAME_3,UGA,Kayunga,Ntenjeru,Busana,Busana,Busana
NAME_3,UGA,Kayunga,Ntenjeru,Kangulumira,Kangulumira,Kangulumira
NAME_3,UGA,Kayunga,Ntenjeru,Kayunga_Tc,Kayunga_Tc,Kayunga_Tc
NAME_3,UGA,Kayunga,Ntenjeru,Kayunga,Kayunga,Kayunga
NAME_3,UGA,Kayunga,Ntenjeru,Nazigo,Nazigo,Nazigo
NAME_3,UGA,Kibale,Bugangaizi,Bwanswa,Bwanswa,Bwanswa
NAME_3,UGA,Kibale,Bugangaizi,Kakindo,Kakindo,Kakindo
NAME_3,UGA,Kibale,Bugangaizi,Kasambya,Kasambya,Kasambya
NAME_3,UGA,Kibale,Bugangaizi,Kisiita,Kisiita,Kisiita
NAME_3,UGA,Kibale,Bugangaizi,Nalweyo,Nalweyo,Nalweyo
NAME_3,UGA,Kibale,Bugangaizi,Nkooko,Nkooko,Nkooko
NAME_3,UGA,Kibale,Buyaga,Bwamiramira,Bwamiramira,Bwamiramira
NAME_3,UGA,Kibale,Buyaga,Bwikara,Bwikara,Bwikara
NAME_3,UGA,Kibale,Buyaga,Kagadi,Kagadi,Kagadi
NAME_3,UGA,Kibale,Buyaga,Kibaale_Tc,Kibaale_Tc,Kibaale_Tc
NAME_3,UGA,Kibale,Buyaga,Kiryanga,Kiryanga,Kiryanga
NAME_3,UGA,Kibale,Buyaga,Kyanaisoke,Kyanaisoke,Kyanaisoke
NAME_3,UGA,Kibale,Buyaga,Kyebando,Kyebando,Kyebando
NAME_3,UGA,Kibale,Buyaga,Mabaale,Mabaale,Mabaale
NAME_3,UGA,Kibale,Buyaga,Matale,Matale,Matale
NAME_3,UGA,Kibale,Buyaga,Mpeefu,Mpeefu,Mpeefu
NAME_3,UGA,Kibale,Buyaga,Mugarama,Mugarama,Mugarama
NAME_3,UGA,Kibale,Buyaga,Muhoro,Muhoro,Muhoro
NAME_3,UGA,Kibale,Buyaga,Rugashari,Rugashari,Rugashari
NAME_3,UGA,Kiboga,Kiboga,Bukomero,Bukomero,Bukomero
NAME_3,UGA,Kiboga,Kiboga,Butemba,Butemba,Butemba
NAME_3,UGA,Kiboga,Kiboga,Dwaniro,Dwaniro,Dwaniro
NAME_3,UGA,Kiboga,Kiboga,Gayaza,Gayaza,Gayaza
NAME_3,UGA,Kiboga,Kiboga,Kapeke,Kapeke,Kapeke
NAME_3,UGA,Kiboga,Kiboga,Kibiga,Kibiga,Kibiga
NAME_3,UGA,Kiboga,Kiboga,Kiboga_Tc,Kiboga_Tc,Kiboga_Tc
NAME_3,UGA,Kiboga,Kiboga,Kyankwanzi,Kyankwanzi,Kyankwanzi
NAME_3,UGA,Kiboga,Kiboga,Lwamata,Lwamata,Lwamata
NAME_3,UGA,Kiboga,Kiboga,Mulagi,Mulagi,Mulagi
NAME_3,UGA,Kiboga,Kiboga,Muwanga,Muwanga,Muwanga
NAME_3,UGA,Kiboga,Kiboga,Nsambya,Nsambya,Nsambya
NAME_3,UGA,Kiboga,Kiboga,Ntwetwe,Ntwetwe,Ntwetwe
NAME_3,UGA,Kiboga,Kiboga,Wattuba,Wattuba,Wattuba
NAME_3,UGA,Kisoro,Kisoro,Bukimbiri,Bukimbiri,Bukimbiri
NAME_3,UGA,Kisoro,Kisoro,Busanza,Busanza,Busanza
NAME_3,UGA,Kisoro,Kisoro,Chahi,Chahi,Chahi
NAME_3,UGA,Kisoro,Kisoro,Kanaba,Kanaba,Kanaba
NAME_3,UGA,Kisoro,Kisoro,Kirundo,Kirundo,Kirundo
NAME_3,UGA,Kisoro,Kisoro,Kisoro_Tc,Kisoro_Tc,Kisoro_Tc
NAME_3,UGA,Kisoro,Kisoro,Muramba,Muramba,Muramba
NAME_3,UGA,Kisoro,Kisoro,Murora,Murora,Murora
NAME_3,UGA,Kisoro,Kisoro,Nyabwishenya,Nyabwishenya,Nyabwishenya
NAME_3,UGA,Kisoro,Kisoro,Nyakabande,Nyakabande,Nyakabande
NAME_3,UGA,Kisoro,Kisoro,Nyakinama,Nyakinama,Nyakinama
NAME_3,UGA,Kisoro,Kisoro,Nyarubuye,Nyarubuye,Nyarubuye
NAME_3,UGA,Kisoro,Kisoro,Nyarusiza,Nyarusiza,Nyarusiza
NAME_3,UGA,Kisoro,Kisoro,Nyundo,Nyundo,Nyundo
NAME_3,UGA,Kitgum,Chua,Kitgum_Tc,Kitgum_Tc,Kitgum_Tc
NAME_3,UGA,Kitgum,Chua,Kitigum_Matidi,Kitigum_Matidi,Kitigum_Matidi
NAME_3,UGA,Kitgum,Chua,Labongo_Akwang,Labongo_Akwang,Labongo_Akwang
NAME_3,UGA,Kitgum,Chua,Labongo_Amida,Labongo_Amida,Labongo_Amida
NAME_3,UGA,Kitgum,Chua,Labongo_Layamo,Labongo_Layamo,Labongo_Layamo
NAME_3,UGA,Kitgum,Chua,Lagoro,Lagoro,Lagoro
NAME_3,UGA,Kitgum,Chua,Mucwini,Mucwini,Mucwini
NAME_3,UGA,Kitgum,Chua,Namokora,Namokora,Namokora
NAME_3,UGA,Kitgum,Chua,Omiya_Anyima,Omiya_Anyima,Omiya_Anyima
NAME_3,UGA,Kitgum,Chua,Orom,Orom,Orom
NAME_3,UGA,Kitgum,Lamwo,Agoro,Agoro,Agoro
NAME_3,UGA,Kitgum,Lamwo,Lokung,Lokung,Lokung
NAME_3,UGA,Kitgum,Lamwo,Madi-Opei,Madi-Opei,Madi-Opei
NAME_3,UGA,Kitgum,Lamwo,Padibe_East,Padibe_East,Padibe_East
NAME_3,UGA,Kitgum,Lamwo,Padibe_West,Padibe_West,Padibe_West
NAME_3,UGA,Kitgum,Lamwo,Palabek_Gem,Palabek_Gem,Palabek_Gem
NAME_3,UGA,Kitgum,Lamwo,Palabek_Kal,Palabek_Kal,Palabek_Kal
NAME_3,UGA,Kitgum,Lamwo,Paloga,Paloga,Paloga
NAME_3,UGA,Kitgum,Lamwo,Parabek_Ogili,Parabek_Ogili,Parabek_Ogili
NAME_3,UGA,Kotido,Dodoth,Kaabong_T.C.,Kaabong_T.C.,Kaabong_T.C.
NAME_3,UGA,Kotido,Dodoth,Kaabong,Kaabong,Kaabong
NAME_3,UGA,Kotido,Dodoth,Kalapata,Kalapata,Kalapata
NAME_3,UGA,Kotido,Dodoth,Kapedo,Kapedo,Kapedo
NAME_3,UGA,Kotido,Dodoth,Karenga,Karenga,Karenga
NAME_3,UGA,Kotido,Dodoth,Kathile,Kathile,Kathile
NAME_3,UGA,Kotido,Dodoth,Lolelia,Lolelia,Lolelia
NAME_3,UGA,Kotido,Dodoth,Loyoro,Loyoro,Loyoro
NAME_3,UGA,Kotido,Dodoth,Sidok,Sidok,Sidok
NAME_3,UGA,Kotido,Jie,Kacheri,Kacheri,Kacheri
NAME_3,UGA,Kotido,Jie,Kotido_T.C.,Kotido_T.C.,Kotido_T.C.
NAME_3,UGA,Kotido,Jie,Kotido,Kotido,Kotido
NAME_3,UGA,Kotido,Jie,Nakaperimoru,Nakaperimoru,Nakaperimoru
NAME_3,UGA,Kotido,Jie,Panyangara,Panyangara,Panyangara
NAME_3,UGA,Kotido,Jie,Rengen,Rengen,Rengen
NAME_3,UGA,Kotido,Labwor,Abim,Abim,Abim
NAME_3,UGA,Kotido,Labwor,Alerek,Alerek,Alerek
NAME_3,UGA,Kotido,Labwor,Lotukei,Lotukei,Lotukei
NAME_3,UGA,Kotido,Labwor,Morulem,Morulem,Morulem
NAME_3,UGA,Kotido,Labwor,Nyakwae,Nyakwae,Nyakwae
NAME_3,UGA,Kumi,Bukedea,Bukedea,Bukedea,Bukedea
NAME_3,UGA,Kumi,Bukedea,Kachumbala,Kachumbala,Kachumbala
NAME_3,UGA,Kumi,Bukedea,Kidongole,Kidongole,Kidongole
NAME_3,UGA,Kumi,Bukedea,Kolir,Kolir,Kolir
NAME_3,UGA,Kumi,Bukedea,Malera,Malera,Malera
NAME_3,UGA,Kumi,Kumi,Atutur,Atutur,Atutur
NAME_3,UGA,Kumi,Kumi,Kanyum,Kanyum,Kanyum
NAME_3,UGA,Kumi,Kumi,Kumi_Tc,Kumi_Tc,Kumi_Tc
NAME_3,UGA,Kumi,Kumi,Kumi,Kumi,Kumi
NAME_3,UGA,Kumi,Kumi,Mukongoro,Mukongoro,Mukongoro
NAME_3,UGA,Kumi,Kumi,Nyero,Nyero,Nyero
NAME_3,UGA,Kumi,Kumi,Ongino,Ongino,Ongino
NAME_3,UGA,Kumi,Ngora,Kapir,Kapir,Kapir
NAME_3,UGA,Kumi,Ngora,Kobwin,Kobwin,Kobwin
NAME_3,UGA,Kumi,Ngora,Mukura,Mukura,Mukura
NAME_3,UGA,Kumi,Ngora,Ngora,Ngora,Ngora
NAME_3,UGA,Kyenjojo,Kyaka,Hapuyo,Hapuyo,Hapuyo
NAME_3,UGA,Kyenjojo,Kyaka,Kakabara,Kakabara,Kakabara
NAME_3,UGA,Kyenjojo,Kyaka,Kasule,Kasule,Kasule
NAME_3,UGA,Kyenjojo,Kyaka,Kyegegwa,Kyegegwa,Kyegegwa
NAME_3,UGA,Kyenjojo,Kyaka,Mpara,Mpara,Mpara
NAME_3,UGA,Kyenjojo,Mwenge,Bufunjo,Bufunjo,Bufunjo
NAME_3,UGA,Kyenjojo,Mwenge,Bugaki,Bugaki,Bugaki
NAME_3,UGA,Kyenjojo,Mwenge,Butiiti,Butiiti,Butiiti
NAME_3,UGA,Kyenjojo,Mwenge,Katooke,Katooke,Katooke
NAME_3,UGA,Kyenjojo,Mwenge,Kihuura,Kihuura,Kihuura
NAME_3,UGA,Kyenjojo,Mwenge,Kyarusozi,Kyarusozi,Kyarusozi
NAME_3,UGA,Kyenjojo,Mwenge,Kyenjojo__Tc,Kyenjojo__Tc,Kyenjojo__Tc
NAME_3,UGA,Kyenjojo,Mwenge,Nyankwanzi,Nyankwanzi,Nyankwanzi
NAME_3,UGA,Kyenjojo,Mwenge,Nyantungo,Nyantungo,Nyantungo
NAME_3,UGA,Lake_Albert,Lake_Albert,Lake_Albert,Lake_Albert,Lake_Albert
NAME_3,UGA,Lake_Victoria,Lake_Victoria,Lake_Victoria,Lake_Victoria,Lake_Victoria
NAME_3,UGA,Lira,Dokolo,Agwata,Agwata,Agwata
NAME_3,UGA,Lira,Dokolo,Bata,Bata,Bata
NAME_3,UGA,Lira,Dokolo,Dokolo,Dokolo,Dokolo
NAME_3,UGA,Lira,Dokolo,Kangai,Kangai,Kangai
NAME_3,UGA,Lira,Dokolo,Kwera,Kwera,Kwera
NAME_3,UGA,Lira,Erute,Adekokwok,Adekokwok,Adekokwok
NAME_3,UGA,Lira,Erute,Amach,Amach,Amach
NAME_3,UGA,Lira,Erute,Aromo,Aromo,Aromo
NAME_3,UGA,Lira,Erute,Barr,Barr,Barr
NAME_3,UGA,Lira,Erute,Lira,Lira,Lira
NAME_3,UGA,Lira,Erute,Ogur,Ogur,Ogur
NAME_3,UGA,Lira,Kyoga,Aputi,Aputi,Aputi
NAME_3,UGA,Lira,Kyoga,Awelo,Awelo,Awelo
NAME_3,UGA,Lira,Kyoga,Muntu,Muntu,Muntu
NAME_3,UGA,Lira,Kyoga,Namasale,Namasale,Namasale
NAME_3,UGA,Lira,Lira,Adyel,Adyel,Adyel
NAME_3,UGA,Lira,Lira,Central,Central,Central
NAME_3,UGA,Lira,Lira,Ojwina,Ojwina,Ojwina
NAME_3,UGA,Lira,Lira,Railway,Railway,Railway
NAME_3,UGA,Lira,Moroto,Abako,Abako,Abako
NAME_3,UGA,Lira,Moroto,Aloi,Aloi,Aloi
NAME_3,UGA,Lira,Moroto,Amugo,Amugo,Amugo
NAME_3,UGA,Lira,Moroto,Apalla,Apalla,Apalla
NAME_3,UGA,Lira,Moroto,Omoro,Omoro,Omoro
NAME_3,UGA,Lira,Otuke,Adwari,Adwari,Adwari
NAME_3,UGA,Lira,Otuke,Okwang,Okwang,Okwang
NAME_3,UGA,Lira,Otuke,Olilim,Olilim,Olilim
NAME_3,UGA,Lira,Otuke,Orum,Orum,Orum
NAME_3,UGA,Luwero,Bamunanika,Bamunanika,Bamunanika,Bamunanika
NAME_3,UGA,Luwero,Bamunanika,Kalagala,Kalagala,Kalagala
NAME_3,UGA,Luwero,Bamunanika,Kamira,Kamira,Kamira
NAME_3,UGA,Luwero,Bamunanika,Kikyusa,Kikyusa,Kikyusa
NAME_3,UGA,Luwero,Bamunanika,Zirobwe,Zirobwe,Zirobwe
NAME_3,UGA,Luwero,Katikamu,Bombo_Tc,Bombo_Tc,Bombo_Tc
NAME_3,UGA,Luwero,Katikamu,Butuntumula,Butuntumula,Butuntumula
NAME_3,UGA,Luwero,Katikamu,Katikamu,Katikamu,Katikamu
NAME_3,UGA,Luwero,Katikamu,Luwero_Tc,Luwero_Tc,Luwero_Tc
NAME_3,UGA,Luwero,Katikamu,Luwero,Luwero,Luwero
NAME_3,UGA,Luwero,Katikamu,Makulubita,Makulubita,Makulubita
NAME_3,UGA,Luwero,Katikamu,Nyimbwa,Nyimbwa,Nyimbwa
NAME_3,UGA,Luwero,Katikamu,Wobulenzi_Tc,Wobulenzi_Tc,Wobulenzi_Tc
NAME_3,UGA,Luwero,Nakaseke,Kapeeka,Kapeeka,Kapeeka
NAME_3,UGA,Luwero,Nakaseke,Kasangombe,Kasangombe,Kasangombe
NAME_3,UGA,Luwero,Nakaseke,Kikamulo,Kikamulo,Kikamulo
NAME_3,UGA,Luwero,Nakaseke,Nakaseke,Nakaseke,Nakaseke
NAME_3,UGA,Luwero,Nakaseke,Ngoma,Ngoma,Ngoma
NAME_3,UGA,Luwero,Nakaseke,Semuto,Semuto,Semuto
NAME_3,UGA,Luwero,Nakaseke,Wakyato,Wakyato,Wakyato
NAME_3,UGA,Masaka,Bukomansimbi,Bigasa,Bigasa,Bigasa
NAME_3,UGA,Masaka,Bukomansimbi,Butenga,Butenga,Butenga
NAME_3,UGA,Masaka,Bukomansimbi,Kibingo,Kibingo,Kibingo
NAME_3,UGA,Masaka,Bukomansimbi,Kitanda,Kitanda,Kitanda
NAME_3,UGA,Masaka,Bukoto,Bukakata,Bukakata,Bukakata
NAME_3,UGA,Masaka,Bukoto,Buwunga,Buwunga,Buwunga
NAME_3,UGA,Masaka,Bukoto,Kabonera,Kabonera,Kabonera
NAME_3,UGA,Masaka,Bukoto,Kisekka,Kisekka,Kisekka
NAME_3,UGA,Masaka,Bukoto,Kkingo,Kkingo,Kkingo
NAME_3,UGA,Masaka,Bukoto,Kyanamukaaka,Kyanamukaaka,Kyanamukaaka
NAME_3,UGA,Masaka,Bukoto,Kyazanga,Kyazanga,Kyazanga
NAME_3,UGA,Masaka,Bukoto,Lwengo,Lwengo,Lwengo
NAME_3,UGA,Masaka,Bukoto,Malongo,Malongo,Malongo
NAME_3,UGA,Masaka,Bukoto,Mukungwe,Mukungwe,Mukungwe
NAME_3,UGA,Masaka,Bukoto,Ndagwe,Ndagwe,Ndagwe
NAME_3,UGA,Masaka,Kalungu,Bukulula,Bukulula,Bukulula
NAME_3,UGA,Masaka,Kalungu,Kalungu,Kalungu,Kalungu
NAME_3,UGA,Masaka,Kalungu,Kyamuliibwa,Kyamuliibwa,Kyamuliibwa
NAME_3,UGA,Masaka,Kalungu,Lukaya_Tc,Lukaya_Tc,Lukaya_Tc
NAME_3,UGA,Masaka,Kalungu,Lwabenge,Lwabenge,Lwabenge
NAME_3,UGA,Masaka,Masaka,Katwe_Butego,Katwe_Butego,Katwe_Butego
NAME_3,UGA,Masaka,Masaka,Kimanya_Kyabaku,Kimanya_Kyabaku,Kimanya_Kyabaku
NAME_3,UGA,Masaka,Masaka,Nyendo_Senyange,Nyendo_Senyange,Nyendo_Senyange
NAME_3,UGA,Masindi,Bujenje,Biiso,Biiso,Biiso
NAME_3,UGA,Masindi,Bujenje,Budongo,Budongo,Budongo
NAME_3,UGA,Masindi,Bujenje,Buliisa,Buliisa,Buliisa
NAME_3,UGA,Masindi,Bujenje,Bwijanga,Bwijanga,Bwijanga
NAME_3,UGA,Masindi,Buruli,Karujubu,Karujubu,Karujubu
NAME_3,UGA,Masindi,Buruli,Kimengo,Kimengo,Kimengo
NAME_3,UGA,Masindi,Buruli,Masindi_Tc,Masindi_Tc,Masindi_Tc
NAME_3,UGA,Masindi,Buruli,Miirya,Miirya,Miirya
NAME_3,UGA,Masindi,Buruli,Nyangahya,Nyangahya,Nyangahya
NAME_3,UGA,Masindi,Buruli,Pakanyi,Pakanyi,Pakanyi
NAME_3,UGA,Masindi,Kibanda,Kigumba,Kigumba,Kigumba
NAME_3,UGA,Masindi,Kibanda,Kiryandongo,Kiryandongo,Kiryandongo
NAME_3,UGA,Masindi,Kibanda,Masindi_Port,Masindi_Port,Masindi_Port
NAME_3,UGA,Masindi,Kibanda,Mutunda,Mutunda,Mutunda
NAME_3,UGA,Mayuge,Bunya,Baitambogwe,Baitambogwe,Baitambogwe
NAME_3,UGA,Mayuge,Bunya,Buwaya,Buwaya,Buwaya
NAME_3,UGA,Mayuge,Bunya,Imanyiro,Imanyiro,Imanyiro
NAME_3,UGA,Mayuge,Bunya,Kigandalo,Kigandalo,Kigandalo
NAME_3,UGA,Mayuge,Bunya,Kityerera,Kityerera,Kityerera
NAME_3,UGA,Mayuge,Bunya,Malongo,Malongo,Malongo
NAME_3,UGA,Mayuge,Bunya,Mayuge_Tc,Mayuge_Tc,Mayuge_Tc
NAME_3,UGA,Mbale,Bubulo,Bubutu,Bubutu,Bubutu
NAME_3,UGA,Mbale,Bubulo,Bugobero,Bugobero,Bugobero
NAME_3,UGA,Mbale,Bubulo,Bumbo,Bumbo,Bumbo
NAME_3,UGA,Mbale,Bubulo,Bumwoni,Bumwoni,Bumwoni
NAME_3,UGA,Mbale,Bubulo,Bupoto,Bupoto,Bupoto
NAME_3,UGA,Mbale,Bubulo,Butiru,Butiru,Butiru
NAME_3,UGA,Mbale,Bubulo,Buwabwala,Buwabwala,Buwabwala
NAME_3,UGA,Mbale,Bubulo,Buwagogo,Buwagogo,Buwagogo
NAME_3,UGA,Mbale,Bubulo,Kaato,Kaato,Kaato
NAME_3,UGA,Mbale,Bubulo,Sibanga,Sibanga,Sibanga
NAME_3,UGA,Mbale,Bungokho,Bufumbo,Bufumbo,Bufumbo
NAME_3,UGA,Mbale,Bungokho,Bukonde,Bukonde,Bukonde
NAME_3,UGA,Mbale,Bungokho,Bukyiende,Bukyiende,Bukyiende
NAME_3,UGA,Mbale,Bungokho,Bungokho-Mutoto,Bungokho-Mutoto,Bungokho-Mutoto
NAME_3,UGA,Mbale,Bungokho,Bungokho,Bungokho,Bungokho
NAME_3,UGA,Mbale,Bungokho,Busano,Busano,Busano
NAME_3,UGA,Mbale,Bungokho,Busiu,Busiu,Busiu
NAME_3,UGA,Mbale,Bungokho,Busoba,Busoba,Busoba
NAME_3,UGA,Mbale,Bungokho,Nakaloke,Nakaloke,Nakaloke
NAME_3,UGA,Mbale,Bungokho,Namanyonyi,Namanyonyi,Namanyonyi
NAME_3,UGA,Mbale,Bungokho,Wanale,Wanale,Wanale
NAME_3,UGA,Mbale,Manjiya,Bubiita,Bubiita,Bubiita
NAME_3,UGA,Mbale,Manjiya,Bududa,Bududa,Bududa
NAME_3,UGA,Mbale,Manjiya,Bukibokolo,Bukibokolo,Bukibokolo
NAME_3,UGA,Mbale,Manjiya,Bukigai,Bukigai,Bukigai
NAME_3,UGA,Mbale,Manjiya,Bulucheke,Bulucheke,Bulucheke
NAME_3,UGA,Mbale,Manjiya,Bumayoka,Bumayoka,Bumayoka
NAME_3,UGA,Mbale,Manjiya,Bushika,Bushika,Bushika
NAME_3,UGA,Mbale,Mbale,Industrial,Industrial,Industrial
NAME_3,UGA,Mbale,Mbale,Northern_Division,Northern_Division,Northern_Division
NAME_3,UGA,Mbale,Mbale,Wanale_Division,Wanale_Division,Wanale_Division
NAME_3,UGA,Mbarara,Bukanga,Endinzi,Endinzi,Endinzi
NAME_3,UGA,Mbarara,Bukanga,Kashumba,Kashumba,Kashumba
NAME_3,UGA,Mbarara,Bukanga,Ngarama,Ngarama,Ngarama
NAME_3,UGA,Mbarara,Bukanga,Rugaaga,Rugaaga,Rugaaga
NAME_3,UGA,Mbarara,Ibanda,Bisheshe,Bisheshe,Bisheshe
NAME_3,UGA,Mbarara,Ibanda,Ibanda_Tc,Ibanda_Tc,Ibanda_Tc
NAME_3,UGA,Mbarara,Ibanda,Ishongororo,Ishongororo,Ishongororo
NAME_3,UGA,Mbarara,Ibanda,Kicuzi,Kicuzi,Kicuzi
NAME_3,UGA,Mbarara,Ibanda,Kikyenkye,Kikyenkye,Kikyenkye
NAME_3,UGA,Mbarara,Ibanda,Nyabuhikye,Nyabuhikye,Nyabuhikye
NAME_3,UGA,Mbarara,Ibanda,Nyamarebe,Nyamarebe,Nyamarebe
NAME_3,UGA,Mbarara,Ibanda,Rukiri,Rukiri,Rukiri
NAME_3,UGA,Mbarara,Isingiro,Birere,Birere,Birere
NAME_3,UGA,Mbarara,Isingiro,Kabingo,Kabingo,Kabingo
NAME_3,UGA,Mbarara,Isingiro,Kabuyanda,Kabuyanda,Kabuyanda
NAME_3,UGA,Mbarara,Isingiro,Kikagate,Kikagate,Kikagate
NAME_3,UGA,Mbarara,Isingiro,Masha,Masha,Masha
NAME_3,UGA,Mbarara,Isingiro,Nyakitunda,Nyakitunda,Nyakitunda
NAME_3,UGA,Mbarara,Kashari,Bubaare,Bubaare,Bubaare
NAME_3,UGA,Mbarara,Kashari,Bukiro,Bukiro,Bukiro
NAME_3,UGA,Mbarara,Kashari,Kagongi,Kagongi,Kagongi
NAME_3,UGA,Mbarara,Kashari,Kakiika,Kakiika,Kakiika
NAME_3,UGA,Mbarara,Kashari,Kashare,Kashare,Kashare
NAME_3,UGA,Mbarara,Kashari,Rubaya,Rubaya,Rubaya
NAME_3,UGA,Mbarara,Kashari,Rubindi,Rubindi,Rubindi
NAME_3,UGA,Mbarara,Kashari,Rwanyamahembe,Rwanyamahembe,Rwanyamahembe
NAME_3,UGA,Mbarara,Kazo,Buremba,Buremba,Buremba
NAME_3,UGA,Mbarara,Kazo,Burunga,Burunga,Burunga
NAME_3,UGA,Mbarara,Kazo,Kanoni,Kanoni,Kanoni
NAME_3,UGA,Mbarara,Kazo,Kazo,Kazo,Kazo
NAME_3,UGA,Mbarara,Kazo,Rwemikoma,Rwemikoma,Rwemikoma
NAME_3,UGA,Mbarara,Mbarara,Kakoba,Kakoba,Kakoba
NAME_3,UGA,Mbarara,Mbarara,Kamukuzi,Kamukuzi,Kamukuzi
NAME_3,UGA,Mbarara,Mbarara,Nyamitanga,Nyamitanga,Nyamitanga
NAME_3,UGA,Mbarara,Nyabushozi,Kanyaryeru,Kanyaryeru,Kanyaryeru
NAME_3,UGA,Mbarara,Nyabushozi,Kashongi,Kashongi,Kashongi
NAME_3,UGA,Mbarara,Nyabushozi,Kenshunga,Kenshunga,Kenshunga
NAME_3,UGA,Mbarara,Nyabushozi,Kikatsi,Kikatsi,Kikatsi
NAME_3,UGA,Mbarara,Nyabushozi,Kinoni,Kinoni,Kinoni
NAME_3,UGA,Mbarara,Nyabushozi,Nyakashashara,Nyakashashara,Nyakashashara
NAME_3,UGA,Mbarara,Nyabushozi,Sanga,Sanga,Sanga
NAME_3,UGA,Mbarara,Rwampara,Bugamba,Bugamba,Bugamba
NAME_3,UGA,Mbarara,Rwampara,Mwizi,Mwizi,Mwizi
NAME_3,UGA,Mbarara,Rwampara,Ndaija,Ndaija,Ndaija
NAME_3,UGA,Mbarara,Rwampara,Nyakayojo,Nyakayojo,Nyakayojo
NAME_3,UGA,Mbarara,Rwampara,Rugando,Rugando,Rugando
NAME_3,UGA,Moroto,Bokora,Iriiri,Iriiri,Iriiri
NAME_3,UGA,Moroto,Bokora,Lokopo,Lokopo,Lokopo
NAME_3,UGA,Moroto,Bokora,Lopei,Lopei,Lopei
NAME_3,UGA,Moroto,Bokora,Lotome,Lotome,Lotome
NAME_3,UGA,Moroto,Bokora,Matany,Matany,Matany
NAME_3,UGA,Moroto,Bokora,Ngoleriet,Ngoleriet,Ngoleriet
NAME_3,UGA,Moroto,Matheniko,Katikekile,Katikekile,Katikekile
NAME_3,UGA,Moroto,Matheniko,Nadunget,Nadunget,Nadunget
NAME_3,UGA,Moroto,Matheniko,Rupa,Rupa,Rupa
NAME_3,UGA,Moroto,Moroto,Northern_Division,Northern_Division,Northern_Division
NAME_3,UGA,Moroto,Moroto,Southern_Division,Southern_Division,Southern_Division
NAME_3,UGA,Moyo,Obongi,Aliba,Aliba,Aliba
NAME_3,UGA,Moyo,Obongi,Gimara,Gimara,Gimara
NAME_3,UGA,Moyo,Obongi,Itula,Itula,Itula
NAME_3,UGA,Moyo,West_Moyo,Dufile,Dufile,Dufile
NAME_3,UGA,Moyo,West_Moyo,Lefori,Lefori,Lefori
NAME_3,UGA,Moyo,West_Moyo,Metu,Metu,Metu
